numero,mensagem_chat_sintetica,label_ia
1129283850,"As notas de cálculo finalmente saíram no portal. Fiquei por meio ponto na média, vou ter que ir na revisão de prova falar com o professor.",0
0,voce so tem uma chance de resolver isso. paga e esquece,1
0,"oi, você investe? tenho algo que tá me dando retorno incrível",1
0,parabéns! você foi escolhido para receber um benefício especial,1
0,"pai, sou eu. tô sem bateria e num celular emprestado. bati o carro e preciso de R$ 500 agora",1
1129283850,A PORTO SEGURO tem uma OFERTA de Plano de Saude com custo reduzido pra voce. Para receber os valores responda gratuitamente com a palavra OK,1
0,"pai, você pode me dar uma carona no aeroporto sexta cedo?",0
0,você foi aprovado para vaga de analista de dados júnior. R$ 3.500 mensais. início imediato,1
0,oi! aqui é do banco. para evitar o bloqueio da conta confirme seu token: cutt.ly/token-banco,1
0,seu cartão foi clonado em uma loja online. para bloquear e solicitar novo cartão confirme seu CPF aqui,1
1129283850,VIVO INFORMA: A senha temporária para acessar o seu portal Meu Vivo é: 37482. Válida por 15 minutos.,0
0,é da pousada? posso depositar o sinal via pix ou só transferência?,0
0,"nossa, que multa salgada essa! R$ 293 por excesso de velocidade de 20 km/h",0
1129283850,Pontos expirando! Troque por Pix: https://livelo-resgates.com,1
1129283850,"Vai chover muito forte hoje à tarde, não esquece de levar o guarda-chuva quando sair do trabalho.",0
1129283850,Aquela planilha de vendas que a gente montou tá dando erro na fórmula de formatação de datas de novo. Vou dar uma olhada nisso mais tarde.,0
0,a situação pode ser resolvida de forma simples se você quiser,1
0,preciso do token que chegou no seu celular agora,1
1129283850,"O seu limite de crédito pré-aprovado de R$ 10.000,00 já está disponível. Consulte o contrato no link enviado para o seu e-mail corporativo.",0
0,bom dia! aqui é da escola. o seu filho passou mal e está na enfermaria. pode vir buscá-lo?,0
0,você ganhou R$ 500 na plataforma! código de saque: 4821. resgate agora,1
0,"oi, tô viajando e fui assaltado. consegue me emprestar R$ 500 pra comprar passagem de volta?",1
0,boa tarde. aqui é da assessoria jurídica. seu nome está vinculado a um processo. para cancelar a ação antes de amanhã você precisa pagar as custas no valor de R$ 350 via pix agora,1
0,"cara, tô precisando de uma grana emprestada, você me ajuda?",1
1129283850,Cartório de Protestos AVISA: O título n. 89201 vinculado ao seu CPF será protestado HOJE às 17h. Evite restrições no Serasa pagando a guia de custas com desconto: correios-taxa.mobi,1
0,pode mandar,0
0,você viu aquela cena do filme que a filha quase vira chumbo? que susto,0
0,alguém printou todos seus stories. veja quem foi aqui,1
0,prazo final para atualização de dados: hoje. não ignore,1
0,"ei, tô num sufoco sério. minha conta foi bloqueada e preciso de R$ 600 urgente. você me salva?",1
0,"a consulta de emergência foi encaixada para hoje às 17h30. não se atrase, a agenda está cheia",0
1129283850,"Seu limite de cheque especial foi reduzido. Para restaurar os valores originais, valide seu iToken de segurança no portal.",1
0,"é do seguro saúde? meu filho precisou de internação emergencial, precisamos de cobertura",0
0,"pessoal, confirmem presença na reunião de amanhã por favor",0
0,sua conta foi hackeada e temos seus dados. pague R$ 1.000 para não publicarmos nada,1
0,"mano, o rombo no INSS foi colossal. duvido que algum aposentado vai ver esse dinheiro de volta",0
1129283850,"Oi vó, é o seu neto. Troquei de celular, salva esse número novo. Preciso de um dinheiro para pagar uma conta urgente.",1
0,oi sumida! saudades de você. quando a gente se encontra?,0
1129283850,"ALERTA DE SEGURANÇA: Identificamos movimentação atípica. Por segurança, seu cartão Nubank foi temporariamente bloqueado. Verifique no seu app nubank.com.br/acesso",0
0,"mano, a liberação da transferência bancária pode levar 2 dias",0
1129283850,URGENTE: Aceda ao nosso app para desbloquear a sua conta. Link: gov-br-atualiza.net,1
0,"cara, já tá pronto aqui. pode vir buscar",0
0,olá! sua candidatura foi aprovada para vaga de avaliador online. ganhe R$ 350 por dia,1
0,oi! você foi aprovado para o programa Bolsa Família adicional. para receber o benefício de R$ 600 confirme seu cadastro: cutt.ly/bolsa-plus,1
0,"mano, preciso de R$ 300 hoje, você tem disponível?",1
0,Ministério Público: seu nome foi citado em inquérito de estelionato. Acesse o depoimento: correios-taxa.net/liberar,1
0,"boa tarde, é da assistência técnica? minha televisão não liga mais",0
0,Shopee: boa notícia! seu pedido foi enviado hoje pelo vendedor,0
1129283850,Ministério da Fazenda: Seu CPF/CNPJ consta na Dívida Ativa da União. O bloqueio judicial de contas (BacenJud) ocorrerá em 24h. Regularize o DARF em: serasa-acordo.mobi,1
0,ultima chance. colabora agora ou as consequencias sao suas,1
1129283850,Amazon: O pacote contendo 'Livro - Arquitetura de Software' saiu para entrega com o nosso motorista parceiro. Prepare-se para recebê-lo hoje.,0
1129283850,Vivo: Aceda à nossa aplicação para ver o seu consumo de dados. Link: https://vivo.com.br/app,0
1129283850,URGENTE: O certificado digital do seu MEI foi revogado. A emissão de notas fiscais está bloqueada. Renove sua certificação pagando a taxa do cartório pelo portal: detran-multa.info,1
0,você foi contemplado em nosso sorteio especial de aniversário,1
1129283850,"Cara, o script no Sonic Pi ficou gigante, mas consegui acertar o tempo da bateria. Depois te mostro como ficou a música.",0
0,"mano, te devo R$ 50 reais da semana passada. posso pagar amanha?",0
0,"Sabesp: conta de água de R$ 89,30 disponível para pagamento",0
0,aviso urgente: seu CPF foi usado para abertura de conta em outro banco. para cancelar confirme seus dados,1
0,"olá, você toparia fazer uma renda de R$ 200 por dia sem sair de casa?",1
0,"oi, aqui é do suporte. sua conta foi bloqueada por suspeita. confirme seus dados: receita-irpf.info/malha",1
0,"amor, já marquei a consulta do cachorro para sexta",0
0,Detran SP: consulte sua CNH em https://www.detran.sp.gov.br,0
0,passa logo 3 mil que se nao sua esposa nao chega em casa,1
0,"cara, fiz seguro viagem pela primeira vez. bem barato",0
0,"mãe, acesse o portal do governo pra pegar a certidão digital",0
0,"oi, você ainda tá no mesmo endereço?",0
0,Rappi: seu pedido saiu do restaurante. deve chegar em breve,0
1129283850,Notificação de Protesto: O Título nº 8492 vinculado ao seu CPF foi encaminhado para o cartório. Regularize a guia de custas cartorárias para evitar o protesto: caixa-libera.info,1
0,você foi banido por spam. pague taxa para reverter a decisão,1
1129283850,"SANTANDER INFORMA: Transação Pix de R$ 35,00 para João da Silva realizada com sucesso. Para acessar seu comprovante e o extrato completo, acesse o App Santander.",0
1129283850,"Amor, sofri um acidente e o guincho tá cobrando 300 reais para liberar o carro. Transfere para a chave celular: 11912345678",1
1129283850,"Prezado(a), a sua assinatura Prime encontra-se suspensa devido a uma falha no processamento do cartão. Efetue a regularização acessando o painel de pagamentos.",1
1129283850,"Oie! Menina, você viu o que postaram de você no Twitter? Olha a confusão que tá rolando na thread, entra lá e vê logo antes que apaguem tudo.",1
0,fui no Detran hoje de manhã. demorou mas consegui transferir o veículo sem problema,0
0,"pessoal, as aulas ficaram suspensas essa semana por conta do feriado",0
0,Receita Federal: sua empresa está em malha fina. para regularizar acesse receita-irpf.info/empresa,1
1129283850,O token iFood Benefícios para a transação é 5928. Válido por 5 minutos.,0
0,me manda 3000 hoje ou sua filha some desse mapa,1
0,plataforma de flash trade com retorno de R$ 500 em 5 minutos. deposite R$ 100 para tentar,1
0,"aquele número que chegou no celular, me manda por favor",1
0,temos um pacote seu aqui mas precisa de uma taxa pra liberar,1
0,"tia, preciso muito de ajuda hoje, você pode me ajudar?",1
0,INSS: para liberar o saque do valor retido confirme seus dados cadastrais agora,1
0,oi! desculpa o incômodo. fui hackeado e perdi acesso à minha conta. preciso muito de R$ 200 emprestado,1
0,"boa tarde, é da veterinária? meu cachorro engoliu uma rolha, o que faço?",0
0,"cara, que surpresa te ver aqui hoje",0
0,oi! você tem R$ 1.200 a receber do governo. confirme seus dados aqui: bit.ly/gov-receber,1
0,C6 Bank: novo dispositivo realizando transferências. cancele em c6bank-seguro.com/token,1
0,Duolingo: você não praticou inglês hoje! não quebre sua sequência,0
1129283850,"Recebemos o seu depósito de R$ 50.000,00 referente ao sinal do imóvel. O recibo assinado digitalmente pela imobiliária encontra-se no link em anexo.",0
0,"pai, o conserto ficou R$ 300. poderia ser pior",0
1129283850,"Oi mãe, esqueci a senha do meu aplicativo do banco e o PagSeguro travou! Você consegue me adiantar R$ 1.500 pra eu pagar um fornecedor aqui? Te devolvo amanhã.",1
0,há uma pendência judicial no seu nome que precisa de atenção,1
0,"parabéns, você foi contemplado em nosso sorteio mensal",1
0,"boa tarde, é da Sabesp? falta água no meu bairro desde de manhã",0
0,amiga fui ao mercado e meu cartão recusou. me faz um pix de R$ 60 que te devolvo amanhã no trabalho?,1
0,"mano, você regularizou sua situação no Detran? tem desconto",0
0,"pessoal, liberou a nova versão da SDK. atualizem antes de fazer push pra evitar conflitos",0
0,"Oi: sua recarga de R$ 30,00 foi processada. bônus de 500MB adicionado",0
0,"pessoal, a liberação dos dados do sistema ocorre amanhã cedo",0
0,Detran SP: sua CNH está suspensa por acúmulo de pontos. recorra em detran-regulariza.net/cnh,1
0,Claro: tudo certo com seu plano. aproveite os benefícios do mês,0
0,sabemos sua rotina. melhor voce cooperar antes que a situacao piore,1
0,"mãe, meu benefício ficou suspenso porque não fiz a prova de vida",0
1129283850,"Comunicado RH: A campanha anual de vacinação contra a gripe será realizada na próxima semana, no auditório principal, das 09:00 às 17:00. A vacina é gratuita e extensiva a dependentes legais devidamente cadastrados no plano de saúde da empresa. Para organizar as doses, confirme a sua presença respondendo a este e-mail até amanhã.",0
0,oi! detectamos acesso indevido na sua conta. proteja seus dados: tiny.cc/protege-conta,1
0,"vó, urgente! a senhora deixou a torneira aberta, alguém pode ir fechar?",0
0,Governo Federal: tarifa social de energia disponível. inscreva-se em gov-beneficio.net/energia,1
0,"oi, temos uma surpresa pra você, pode me chamar no privado?",1
0,tô em casa,0
0,"oi, você conhece investimento que rende 10% ao mês? te explico como",1
0,é da autoescola? quando começa a próxima turma de habilitação?,0
1129283850,"A encomenda chegou! O porteiro acabou de interfonar avisando que deixou a caixa lá na portaria. Quando eu descer, eu pego.",0
1129283850,"O relatório de fechamento do mês já tá pronto e revisado. Salvei na mesma pasta compartilhada de sempre, tá tudo certo por lá.",0
0,"oi, aqui é do suporte Nubank. seu cartão foi clonado em São Paulo. bloqueamos preventivamente. para desbloquear confirme seus dados: detran-regulariza.net/cnh",1
0,"oi, sua chave pix foi cadastrada em outro dispositivo. cancele em: gov-beneficio.net/cpf",1
1129283850,Notificação Nubank: O aplicativo do seu banco expirou. É necessário reinstalar a camada de segurança para evitar o bloqueio preventivo da conta corrente. Sincronize: is.gd/banco,1
0,"seu documento foi usado em algo suspeito, precisamos verificar",1
0,iFood: boa notícia! seu pedido tá chegando mais rápido que o previsto,0
1129283850,"Você ganhou R$ 502,00 no sorteio semanal da campanha de indicação! Para resgatar o prêmio, cadastre sua chave Pix na plataforma de prêmios promocionais: gov-br-atualiza.net",1
0,é da clínica veterinária. o seu pet saiu da cirurgia bem. pode ligar pra saber quando retirar,0
0,não force nossa mão. coopera agora que é melhor pra você,1
0,lembrete: entrega do relatório mensal é amanhã até as 18h. quem ainda não enviou por favor priorizar,0
0,somos da equipe do Detran. para cancelar a suspensão da sua CNH confirme seus dados agora,1
0,você foi aprovado para uma vaga de trabalho remoto. entre em contato conosco,1
1129283850,"Nubank URGENTE: Fatura com pagamento em atraso. Para evitar a perda do seu limite, pague via chave Pix pelo nosso portal: inss-seguro.com",1
1129283850,"Transferência TED no valor de R$ 3.000,00 recebida de João Silva. Verifique o seu extrato completo no link seguro do seu home banking.",0
1129283850,Netflix: Não conseguimos processar o pagamento da sua assinatura na última tentativa. Atualize seus dados bancários no link a seguir para retomar o serviço.,1
1129283850,"C6 Bank: O seu token de transações está desatualizado. Por motivos de segurança, suas transferências via Pix foram bloqueadas. Atualize o aplicativo através do link seguro: bradesco-fraude.com",1
0,pode ser às 15h?,0
0,oi! você foi indicado para receber cashback de R$ 80. confirme seus dados: santander-cliente.net/blq,1
0,"amor, não esquece de depositar o dinheiro na conta da babá hoje",0
0,seu cadastro foi selecionado para um benefício especial hoje,1
0,não ignore essa mensagem ou as consequências serão suas,1
0,"a parcela 3/12 do seu financiamento de R$ 780,00 vence em 5 dias. evite juros",0
0,"você não quer que sua família saiba, coopera logo",1
0,"nossa pai, tomei uma multa muito besta, vou ter que ir no poupatempo fazer o pagamento",0
0,"amor, você usa alguma plataforma de streaming de música?",0
1129283850,"Mãe, meu celular quebrou! Salva meu numero provisorio urgente.",1
0,Detran SP: sua renovação de CNH foi aprovada. Retire o documento em qualquer posto.,0
1129283850,"PGFN: Consta um mandado de penhora de bens associado ao seu CPF devido a dívidas ativas. Para emitir a guia de pagamento com desconto e evitar o bloqueio judicial, acesse: bb-renegociar.com",1
0,Nubank: compra de R$ 890 bloqueada por suspeita. confirme em nubank-contestar.com/pix,1
1129283850,"Prezado candidato, o seu currículo foi selecionado para a vaga de Home Office da Amazon Brasil (Salário de R$ 3.400). Para continuar com a seleção, pague a taxa do treinamento em: bb-renegociar.com",1
0,"mãe, me manda R$ 150 no pix agora por favor",1
0,o cluster do DynamoDB atingiu 90% da capacidade. precisamos fazer upgrade do plano urgente,0
0,AMAZON BRASIL: seu pedido iPhone 14 Pro Max R$ 6.299 confirmado. Não realizou? Cancele: bb-renegociar.net/boleto,1
1129283850,"Ifood: Bateu a fome? Tem um cupom de 15 reais te esperando no app para pedir aquele lanche agora. Aproveite, expira hoje!",0
1129283850,Amazon: O rastreio da sua fatura e pedido está disponível no link: https://amazon.com.br/sua-conta. A sua chave de segurança foi ativada.,0
0,"seu nome está vinculado a uma investigação, entre em contato",1
0,o laboratório de redes estará fechado hoje para manutenção. as aulas serão na sala 204,0
0,"irmão, me faz esse favor por favor — paga essa conta de R$ 450 pra mim, to sem acesso ao banco",1
0,"mano, o Airflow está com task em estado zombie. precisa reiniciar o worker",0
1129283850,"Central de Fraudes Caixa: Compra de R$ 1.899,99 na Casas Bahia pendente de aprovação. Para cancelar esta operação, responda a este SMS com a sua senha de 4 dígitos.",1
0,você viu no jornal? estão devolvendo de R$ 500 a R$ 1.000 para aposentados lesados pelo INSS,0
0,parabéns! você ganhou na nossa promoção relâmpago de hoje,1
0,"sei que é estranho pedir, mas tô passando por situação financeira delicada. você poderia me ajudar?",1
0,"filha, para ganhar experiência na área você pode fazer estágio",0
1129283850,"Amor, to sem bateria e o celular do meu amigo não entra no meu banco. Faz um Pix pra conta dessa moça aqui que eu bati no carro dela? R$ 400 só, quando eu chegar em casa te devolvo!",1
1129283850,"Seu código de acesso para a conta Microsoft é: 492019. Se não solicitou, ignore esta mensagem.",0
1129283850,"Sabesp: A fatura da sua residência no valor de R$ 89,50 encontra-se disponível. O vencimento é no dia 10. Acesse o portal para a segunda via.",0
0,"seu acesso foi feito de outro lugar, precisamos verificar com você",1
0,"amor, vou chegar um pouco antes hoje, pode acender o forno?",0
1129283850,"O seu cadastro foi selecionado para uma vaga de emprego remota com ganhos diários de R$ 450,00. Pode começar hoje mesmo, fale com a nossa gestora no Telegram: inss-seguro.com",1
0,"cara, tô precisando de uma grana urgente, você me ajuda?",1
0,"cara, atualizei as partition keys do DynamoDB conforme discutimos. as queries melhoraram muito",0
0,"mãe, a conta de luz veio R$ 340,00 esse mes. absurdo",0
0,boa tarde! aqui é do suporte técnico. seu dispositivo foi comprometido e estamos monitorando. para proteger seus dados precisamos que você instale nosso aplicativo de segurança agora,1
0,"cara, já devolvi o livro que você me emprestou",0
0,"seu acesso foi comprometido, troque sua senha agora mesmo",1
1129283850,Você foi selecionado para ganhar R$ 500 por dia no Mercado Livre! Chame nossa gerente no link: wa.me/551188888888,1
1129283850,"Professora, estou com uma dúvida sobre o material de JUnit e CI/CD no Gitlab que vai sair na P2 de TTI302. Procurei no banco de questões do Canvas (imt.instructure.com) mas não encontrei exemplos específicos de testes unitários para componentes em React. Pode orientar-me em relação a esta parte da matéria?",0
0,"boa tarde, tudo certo?",0
0,"mãe, a liberação do medicamento controlado precisa de receita",0
0,seu código de acesso ao cassino VIP: 7732. deposite R$ 300 para ativar a conta premium,1
0,lembrando que seu exame de sangue é amanhã em jejum de 12 horas. não esqueça o pedido médico,0
1129283850,Terminei de configurar os testes unitários com JUnit. O pipeline no GitLab CI passou de primeira agora.,0
1129283850,"Fatura de R$ 45,90 em atraso. Pague: https://vivo-pgto.net",1
0,Americanas: pedido cancelado conforme solicitado. reembolso em 5 dias,0
0,"pai, aqui é o seu filho. tô sem meu celular e precisando de ajuda urgente",1
0,caso você não envie R$ 200 agora ela vai morrer. você tem 1 hora,1
1129283850,"Banco Inter: Conta bloqueada preventivamente após três tentativas incorretas de senha. Para reativar seu acesso e evitar cancelamento de limites, acesse: caixa-libera.info",1
0,"boa tarde, é do eletricista? preciso de ajuda urgente, caiu a luz",0
0,"amor, você lembrou de pagar a conta do condomínio?",0
1129283850,"Sistema de Fiscalização Aduaneira: O seu pacote foi barrado por pendências fiscais. Emita a guia DARF no valor de R$ 27,90 para liberar a importação. Acesse: detran-multa.info",1
0,"mãe, você precisa regularize seus dados no CAD Único antes do mês acabar para não perder o benefício",0
1129283850,Assessoria Maria Cristina: Entramos em contato para formalizar uma proposta de negociação do seu contrato com o Banco Pan. Descontos de até 80% válidos para o pagamento à vista.,0
0,"amiga, você me salva hoje? preciso muito de ajuda",1
0,"cara, a situação tá feia se não resolvermos isso até amanhã",0
0,"cara, você viu aquele caso de sequestro relâmpago que passou no jornal? pediram R$ 2.000 de resgate",0
1129283850,"Bom dia, professor. Segue em anexo a revisão do primeiro capítulo do TCC e a metodologia para a sua avaliação.",0
0,"oi, você quer participar do nosso grupo de sinais lucrativos?",1
0,"professor, quando saem as notas da P2? já faz duas semanas",0
1129283850,Sua fatura Nubank fechou. O código de barras e a chave Pix para pagamento estão disponíveis no seu App Nubank ou no portal: https://nu.com.br/pagar,0
0,Boa tarde! a cirurgia está confirmada para segunda-feira às 7h30. jejum de 8 horas antes,0
1129283850,"Compra aprovada 2500,00. Cancele: nubank-contestar.com/pix",1
1129283850,"VIVO URGENTE: O seu pacote de dados mensal já foi consumido 100%. Para não ficar desconectado, envie MAIS para adquirir 2GB extras por R$ 9,90.",0
0,"Correios URGENTE: sua encomenda está retida. Pague a taxa alfandegária de R$ 27,90: bb-renegociar.net/boleto",1
0,"mano, a taxa de aprovação no concurso foi de apenas 3%. difícil",0
0,você sabe o que pode acontecer se não nos atender logo,1
0,"Banco do Brasil: DDA - novo boleto recebido de R$ 450,00 vence dia 20",0
0,Receita Federal URGENTE: malha fina do IRPF detectou omissão de rendimentos. Retifique: inss-saque.net/beneficio,1
0,oi! aqui é da clínica veterinária. retornando sobre o exame do seu pet. o Dr. quer conversar com você,0
0,Hapvida: sua solicitação de cirurgia foi aprovada pelo plano,0
0,oi! você foi aprovado para empréstimo de R$ 10.000. saque agora: bb-renegociar.net/boleto,1
0,"cara, esqueci minha carteira, você me empresta R$ 50?",1
0,"irmã, URGENTE — você pode sair mais cedo do trabalho hoje? aconteceu uma coisa aqui em casa",0
0,RH informa: colaboradores com faltas não justificadas receberão multa contratual de 10%.,0
0,"pai, contratei um serviço e o cartão recusou. consegue pagar e eu te devolvo hoje?",1
1129283850,"Mãe, manda 50 reais no celular novo: 11912345678",1
0,olá! vi seu perfil no LinkedIn. temos vagas remotas para meio período. R$ 450 diários. Interesse?,1
0,"pessoal, acesse o canal do YouTube que coloquei a gravação",0
0,oi! fiz aquela receita que você me mandou e ficou deliciosa. obrigada!,0
0,você foi convidado para fundo de investimentos exclusivo com renda de R$ 2.000 mensais,1
0,"falo com o guincho? preciso que você venha rápido, estou num lugar isolado e não consigo ligar meu carro",0
1129283850,"Netflix, Disney+, Amazon Prime e mais! Uma só assinatura com economia. Assine a Claro app store e aproveite!",0
0,"pessoal, alerta: estão usando o nome da Caixa pra aplicar fraude do FGTS. só acesse pelo app",0
1129283850,Banco Central: Valores a receber do sistema SRV disponíveis para seu CPF. Formalize o resgate imediato confirmando a sua chave Pix na plataforma: detran-multa.info,1
0,"mano, para tudo — você sabe cadê o contrato que tava em cima da mesa? o cliente tá aqui esperando",0
1153301256,Notificação de Segurança: Detectamos a utilização indevida da sua imagem em um perfil de terceiros. Verifique os detalhes do vazamento no anexo: caixa-libera.info,1
0,"mano, que calor absurdo tá fazendo hoje",0
1129283850,O seu token para entrega no iFood é 4910. Válido por 5 minutos.,0
0,"Oi, sobre a transação pix que comentamos mais tarde. podemos dar andamento no pagamento do produto?",0
0,"filha, pode comprar um litro de leite na volta pra casa? acabou aqui e amanhã preciso",0
1129283850,"Nubank: Pagamento da fatura de 345,90 reais confirmado. O seu limite já foi restabelecido.",0
0,"cara, você viu que o app atualizou?",0
1129283850,O app do MetroAR tá rodando liso agora. As texturas carregaram certinho na câmera depois que limpei o cache.,0
1129283850,"Amor, tô no shopping. Quer que eu leve um lanche pra você?",0
0,voce tem ate as 22h pra me dar 1500 conto ou a gente age,1
0,Tribunal de Justiça: penhora do seu salário autorizada. para cancelar pague R$ 300 em tiny.cc/tj-pen,1
1129283850,"ATENÇÃO: Retorno da equipe de televendas Claro. Tivemos dificuldades de contato. Por favor, retorne a ligação no 1052 para confirmar a instalação da banda larga.",0
0,"pessoal, o sistema ficou suspenso temporariamente para atualização",0
0,"oi sumida! número novo aqui. tô precisando de R$ 400 emprestado, tá rolando uma situação complicada",1
0,"tio, é o seu sobrinho. número novo. precisando muito de R$ 100 pra terminar o mês",1
1129283850,ALERTA ITAÚ: O dispositivo (Samsung Galaxy) perdeu a autenticação do iToken. Todas as suas transações foram limitadas. Atualize seu acesso pelo internet banking: tiny.cc/taxa,1
1129283850,Boa tarde! Sou da secretaria. O envio do seu projeto de TTI302 deu falha no banco de dados. Precisamos que instale a extensão académica anexa neste e-mail para reenviar o ficheiro sem perder o prazo.,1
0,"Itaú: compra de R$ 500,00 na Saraiva aprovada no cartão final 1234",0
0,"oi mãe, aqui é o vizinho João. sua filha pediu pra te avisar que vai chegar só de madrugada",0
1129283850,"Cara, as notas já saíram? Eu olhei no sistema acadêmico agora há pouco e não vi nada atualizado.",0
1129283850,ATENÇÃO ENEL: A energia da sua região será cortada amanhã das 09:00 às 13:00 para manutenção preventiva na rede elétrica.,0
1129283850,"Plataforma VIP: Parabéns! O seu bônus de cadastro de R$ 1.800,00 foi liberado na nossa plataforma de apostas. Faça um depósito de ativação via Pix para sacar: serasa-acordo.mobi",1
0,AVISO DE RETENÇÃO: encomenda parada na triagem aduaneira. Pagamento necessário para despacho: tiny.cc/taxa,1
0,"oi, o estoque do produto zerou. preciso de autorização para fazer o pedido de reposição urgente",0
0,"cara, você viu a notícia sobre aquele golpe novo que estão aplicando pelo WhatsApp?",0
1129283850,"Monitor, enviei a lista. Mantive tudo em notação simbólica usando a fórmula de Euler, sem calcular os decimais, beleza? Pode liberar a nota no sistema.",0
0,produto esgotado. sua pré-venda foi cancelada. reembolso em 10 dias úteis no cartão,0
0,Detran SP: a multa do veículo de placa ABC-1234 foi registrada. Consulte em detran.sp.gov.br,0
0,"você foi selecionado! para ativar seu perfil de avaliador pague R$ 29,90 de habilitação",1
0,Itaú: empréstimo pré-aprovado de R$ 8.000 disponível. acesse o app para contratar,0
0,"mãe, precisa ir ao Detran essa semana renovar a CNH dela. vence mês que vem",0
0,Correios: seu pacote SHEIN está retido. Prazo para pagar guia de liberação encerra hoje: bit.ly/cpf-reg,1
1129283850,"Banco Bradesco: Evite negativação! O boleto de renegociação do seu cartão de crédito (R$ 150,00) vence HOJE. Pague agora e limpe seu nome no Serasa em até 5 dias úteis.",0
1129283850,"ATENÇÃO: Mude hoje para o plano Claro Controle 20GB por R$49,90. Oferta exclusiva para seu número. Responda SIM e confirme seus dados para ativação.",0
1129283850,"Vc gosta de ler? O Skeelo faz parte do seu plano Claro, o maior app de leitura do Brasil. Leia 1 ebook novo todo mes! 'Endereço' p/ duvidas: AJUDA",1
0,oi! seu CPF foi usado para abrir uma conta. regularize agora em: pgfn-quitacao.info/guia,1
0,Banco Inter: Pix de R$ 2.800 agendado para amanhã. não foi você? cancele: is.gd/inter-pix,1
1129283850,O seu pacote nos Correios foi taxado. Pague a tarifa de liberação da alfândega usando o código PIX: BR123456789...,1
0,"mãe, corre! o gato entrou no quarto e derrubou tudo, preciso de ajuda pra limpar antes do pai chegar",0
